Incident Number,Highest Offense Description,Highest Offense Code,Family Violence,Occurred Date Time,Occurred Date,Occurred Time,Report Date Time,Report Date,Report Time,Location Type,Address,Zip Code,Council District,APD Sector,APD District,PRA,Census Tract,Clearance Status,Clearance Date,UCR Category,Category Description,Latitude,Longitude
20222580769,ASSAULT WITH INJURY,900,N,09/15/2022 01:47:00 PM,09/15/2022,1347,09/15/2022 01:47:00 PM,09/15/2022,1347,OTHER / UNKNOWN,771 AIRPORT BLVD,78721,3,CH,5,428,21.11,N,09/20/2022,,,30.25471771,-97.69231356
20222580118,ASSAULT WITH INJURY,900,N,09/15/2022 02:46:00 AM,09/15/2022,246,09/15/2022 02:46:00 AM,09/15/2022,246,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,RED RIVER ST / E 7TH ST,78701,9,GE,2,382,11,N,10/26/2022,,,30.26740166,-97.73682014
20222580674,ASSAULT WITH INJURY,900,N,09/15/2022 12:37:00 PM,09/15/2022,1237,09/15/2022 01:01:00 PM,09/15/2022,1301,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,7817 CLOCK TOWER DR,78753,4,ID,2,252,403,N,09/20/2022,,,30.33791112,-97.69392668
20222591155,ASSAULT WITH INJURY,900,N,09/16/2022 08:56:00 PM,09/16/2022,2056,09/16/2022 08:56:00 PM,09/16/2022,2056,PARKING /DROP LOT/ GARAGE,2302 E WILLIAM CANNON DR,78744,2,FR,8,516,24.19,C,12/02/2022,,,30.18669213,-97.75814558
20222590592,ASSAULT WITH INJURY,900,N,09/16/2022 10:35:00 AM,09/16/2022,1035,09/16/2022 10:35:00 AM,09/16/2022,1035,AIR / BUS / TRAIN TERMINAL,8001 RESEARCH BLVD SVRD NB,78758,4,ED,2,249,401,N,10/29/2022,,,30.35114701,-97.71235116
20222590756,ASSAULT WITH INJURY,900,N,09/16/2022 12:50:00 PM,09/16/2022,1250,09/16/2022 12:50:00 PM,09/16/2022,1250,DAYCARE FACILITY,119 CUMBERLAND RD,78704,3,DA,2,475,13,N,09/16/2022,,,30.23561519,-97.75734782
20222591487,ASSAULT W/INJURY-FAM/DATE VIOL,900,N,09/16/2022 10:52:00 PM,09/16/2022,2252,09/16/2022 10:52:00 PM,09/16/2022,2252,RESIDENCE / HOME,6906 GRANGER DR,78744,2,FR,8,530,24.42,C,09/30/2022,,,30.1793114,-97.75737993
20222590532,ASSAULT WITH INJURY,900,N,09/16/2022 09:40:00 AM,09/16/2022,940,09/16/2022 09:40:00 AM,09/16/2022,940,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1500 BARTON SPRINGS RD,78704,5,DA,1,437,13,N,09/16/2022,,,30.26184191,-97.76006667
20222591544,ASSAULT WITH INJURY,900,N,09/16/2022 10:30:00 PM,09/16/2022,2230,09/16/2022 10:30:00 PM,09/16/2022,2230,PARKING /DROP LOT/ GARAGE,9010 GALEWOOD DR,78758,4,ED,2,235,407,N,09/21/2022,,,30.36794147,-97.71507925
20222600282,ASSAULT WITH INJURY,900,N,09/17/2022 03:30:00 AM,09/17/2022,330,09/17/2022 03:57:00 AM,09/17/2022,357,PARKING /DROP LOT/ GARAGE,N IH 35 SVRD NB / E RUNDBERG LN,78753,4,ED,7,241,403,N,09/30/2022,,,30.35790594,-97.68749955
20222600666,ASSAULT WITH INJURY,900,N,09/17/2022 12:17:00 PM,09/17/2022,1217,09/17/2022 12:17:00 PM,09/17/2022,1217,RESIDENCE / HOME,6301 BERKMAN DR,78723,1,ID,3,294,21.12,N,10/31/2022,,,30.31655799,-97.69076047
20225026581,ASSAULT WITH INJURY,900,N,09/17/2022 09:33:00 PM,09/17/2022,2133,09/17/2022 09:33:00 PM,09/17/2022,2133,PARKING /DROP LOT/ GARAGE,6103 MANOR RD,78723,1,ID,4,298,21,N,09/20/2022,,,30.30755468,-97.67805181
20222601231,ASSAULT WITH INJURY,900,N,09/17/2022 08:19:00 PM,09/17/2022,2019,09/17/2022 08:19:00 PM,09/17/2022,2019,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,E 7TH ST / NECHES ST,78701,9,GE,2,382,11,N,10/18/2022,,,30.267699,-97.73792112
20222611249,ASSAULT WITH INJURY,900,N,09/18/2022 09:17:00 PM,09/18/2022,2117,09/18/2022 10:42:00 PM,09/18/2022,2242,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1500 E SH 71 EB,78742,2,HE,8,499,9800,N,09/19/2022,,,30.2222333,-97.67808543
20222610447,ASSAULT WITH INJURY,900,N,09/18/2022 08:05:00 AM,09/18/2022,805,09/18/2022 08:05:00 AM,09/18/2022,805,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,321 W BEN WHITE BLVD SVRD EB,78745,3,DA,3,491,20,N,11/01/2022,,,30.22421639,-97.76741274
20222601499,ASSAULT WITH INJURY,900,N,09/18/2022 12:52:00 AM,09/18/2022,52,09/18/2022 12:52:00 AM,09/18/2022,52,PARK / PLAYGROUND,1515 WICKERSHAM LN,78741,3,HE,3,442,23.24,N,09/20/2022,,,30.23496305,-97.7183772
20222610050,ASSAULT WITH INJURY,900,N,09/17/2022 11:45:00 PM,09/17/2022,2345,09/18/2022 12:57:00 AM,09/18/2022,57,PARKING /DROP LOT/ GARAGE,9222 W PARMER LN,78717,6,AD,5,573,203.11,N,10/04/2022,,,30.47793621,-97.76488113
20222610339,ASSAULT WITH INJURY,900,N,09/18/2022 05:41:00 AM,09/18/2022,541,09/18/2022 06:34:00 AM,09/18/2022,634,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1908 W BEN WHITE BLVD SVRD WB,78704,5,DA,2,468,20,N,09/29/2022,,,30.23033048,-97.78712804
20222610570,ASSAULT WITH INJURY,900,N,09/18/2022 11:05:00 AM,09/18/2022,1105,09/18/2022 11:05:00 AM,09/18/2022,1105,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,2529 RIO GRANDE ST,78705,9,BA,1,360,6,N,09/20/2022,,,30.29007075,-97.7440637
20222620088,ASSAULT WITH INJURY,900,N,09/19/2022 01:41:00 AM,09/19/2022,141,09/19/2022 02:57:00 AM,09/19/2022,257,RESIDENCE / HOME,12001 DESSAU RD,78754,1,ED,5,224,435,,,,,30.37925879,-97.65326272
20222621066,ASSAULT WITH INJURY,900,N,09/19/2022 05:34:00 PM,09/19/2022,1734,09/19/2022 05:34:00 PM,09/19/2022,1734,RESIDENCE / HOME,2301 DURWOOD ST,78704,9,DA,1,476,13.12,N,10/07/2022,,,30.24200034,-97.7568829
20222621321,ASSAULT WITH INJURY,900,N,09/19/2022 09:06:00 PM,09/19/2022,2106,09/19/2022 09:19:00 PM,09/19/2022,2119,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,2313 RIO GRANDE ST,78705,9,BA,1,359,6,N,09/20/2022,,,30.28768373,-97.74448585
20222620998,ASSAULT WITH INJURY,900,N,09/16/2022 08:30:00 PM,09/16/2022,2030,09/19/2022 04:54:00 PM,09/19/2022,1654,PARK / PLAYGROUND,400 AZIE MORTON RD,78704,5,DA,1,450,19.23,N,09/20/2022,,,30.26467431,-97.76525389
20222621346,ASSAULT WITH INJURY,900,N,09/19/2022 11:14:00 PM,09/19/2022,2314,09/19/2022 11:14:00 PM,09/19/2022,2314,RESIDENCE / HOME,1342 LAMAR SQUARE DR,78704,5,DA,1,451,13.1,C,09/20/2022,,,30.25369584,-97.76406007
20222620803,ASSAULT W/INJURY-FAM/DATE VIOL,900,N,09/19/2022 02:17:00 PM,09/19/2022,1417,09/19/2022 02:17:00 PM,09/19/2022,1417,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,4501 GUADALUPE ST,78751,9,BA,5,319,3,N,09/20/2022,,,30.3109166,-97.73270124
20222631036,ASSAULT WITH INJURY,900,N,09/20/2022 09:00:00 AM,09/20/2022,900,09/20/2022 05:55:00 PM,09/20/2022,1755,RESIDENCE / HOME,2207 LAWNMONT AVE,78756,7,BA,6,287,2,N,09/21/2022,,,30.32783098,-97.74151583
20222631151,ASSAULT WITH INJURY,900,N,09/20/2022 06:30:00 PM,09/20/2022,1830,09/20/2022 07:14:00 PM,09/20/2022,1914,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,E 6TH ST / TRINITY ST,78701,9,GE,2,382,11,C,09/21/2022,,,30.26706762,-97.73933857
20222630091,ASSAULT WITH INJURY,900,N,09/20/2022 02:04:00 AM,09/20/2022,204,09/20/2022 02:04:00 AM,09/20/2022,204,RESIDENCE / HOME,1606 RUTLAND DR,78758,4,ED,2,219,408,N,09/21/2022,,,30.3717159,-97.7100095
20222630613,ASSAULT WITH INJURY,900,N,09/20/2022 11:55:00 AM,09/20/2022,1155,09/20/2022 11:55:00 AM,09/20/2022,1155,OTHER / UNKNOWN,51 RAINEY ST,78701,9,GE,3,408,11,C,09/21/2022,,,30.25680559,-97.73917706
20222630315,ASSAULT WITH INJURY,900,N,09/20/2022 08:13:00 AM,09/20/2022,813,09/20/2022 08:13:00 AM,09/20/2022,813,AIR / BUS / TRAIN TERMINAL,1200 BLOCK S CONGRESS AVE,78704,9,DA,1,453,13.12,N,09/28/2022,,,30.25225851,-97.74893629
20222640634,ASSAULT WITH INJURY,900,N,09/21/2022 11:22:00 AM,09/21/2022,1122,09/21/2022 11:22:00 AM,09/21/2022,1122,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,4430 MENCHACA RD,78745,5,DA,4,488,303,N,09/22/2022,,,30.22880661,-97.78947077
20222640865,ASSAULT WITH INJURY,900,N,09/21/2022 02:35:00 PM,09/21/2022,1435,09/21/2022 02:35:00 PM,09/21/2022,1435,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,RIO GRANDE ST / W 26TH ST,78705,9,BA,1,360,6,N,09/25/2022,,,30.29066668,-97.74442803
20222640274,ASSAULT WITH INJURY,900,N,09/21/2022 07:15:00 AM,09/21/2022,715,09/21/2022 07:15:00 AM,09/21/2022,715,PARK / PLAYGROUND,515 S PLEASANT VALLEY RD,78741,3,HE,3,442,23.26,N,09/28/2022,,,30.24642671,-97.71421468
20222640829,ASSAULT WITH INJURY,900,N,09/21/2022 01:30:00 PM,09/21/2022,1330,09/21/2022 02:03:00 PM,09/21/2022,1403,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,1407 W STASSNEY LN,78745,2,FR,4,509,24,N,09/22/2022,,,30.21163525,-97.79176279
20222631529,ASSAULT WITH INJURY,900,N,09/20/2022 11:30:00 PM,09/20/2022,2330,09/21/2022 12:15:00 AM,09/21/2022,15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,933 E RUNDBERG LN,78753,4,ED,3,251,403,N,09/26/2022,,,30.35602394,-97.68519796
20222640367,ASSAULT WITH INJURY,900,N,09/21/2022 08:10:00 AM,09/21/2022,810,09/21/2022 08:23:00 AM,09/21/2022,823,AIR / BUS / TRAIN TERMINAL,2000 BLOCK E OLTORF ST,78741,3,HE,2,457,23.15,N,11/18/2022,,,30.23057411,-97.73259053
20222640138,ASSAULT WITH INJURY,900,N,09/21/2022 02:54:00 AM,09/21/2022,254,09/21/2022 02:54:00 AM,09/21/2022,254,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,SAMSUNG BLVD / E PARMER LN,78754,1,ED,5,225,449,N,10/24/2022,,,30.37445491,-97.62880939
20222641430,ASSAULT WITH INJURY,900,N,09/21/2022 10:15:00 PM,09/21/2022,2215,09/21/2022 10:15:00 PM,09/21/2022,2215,PARKING /DROP LOT/ GARAGE,221 W 6TH ST,78701,9,GE,1,380,11,N,10/27/2022,,,30.26832161,-97.74477059
20222650438,ASSAULT WITH INJURY,900,N,09/22/2022 10:26:00 AM,09/22/2022,1026,09/22/2022 10:26:00 AM,09/22/2022,1026,SERVICE/ GAS STATION,5618 MANOR RD,78723,1,ID,4,295,21,N,11/08/2022,,,30.3044613,-97.68181067
20222650653,ASSAULT WITH INJURY,900,N,09/22/2022 12:40:00 PM,09/22/2022,1240,09/22/2022 12:45:00 PM,09/22/2022,1245,SERVICE/ GAS STATION,500 W WILLIAM CANNON DR,78745,2,FR,4,513,24.44,C,09/22/2022,,,30.19654414,-97.78510877
20222650641,ASSAULT WITH INJURY,900,N,09/22/2022 12:33:00 PM,09/22/2022,1233,09/22/2022 12:33:00 PM,09/22/2022,1233,RESIDENCE / HOME,4558 AVENUE A,78751,9,BA,5,319,3,N,11/08/2022,,,30.31233733,-97.73115087
20222651268,ASSAULT WITH INJURY,900,N,09/22/2022 08:56:00 PM,09/22/2022,2056,09/22/2022 08:56:00 PM,09/22/2022,2056,RESIDENCE / HOME,10401 N LAMAR BLVD,78753,4,ED,1,240,410,N,10/04/2022,,,30.37276703,-97.69113929
20222661057,ASSAULT WITH INJURY,900,N,09/23/2022 04:37:00 PM,09/23/2022,1637,09/23/2022 04:59:00 PM,09/23/2022,1659,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,LAKELINE BLVD / N US 183 HWY SVRD SB,78613,6,88,88,16,203.11,,,,,30.47940567,-97.8032966
20225027209,ASSAULT W/INJURY-FAM/DATE VIOL,900,N,07/02/2022 05:00:00 PM,07/02/2022,1700,09/23/2022 03:17:00 PM,09/23/2022,1517,RESIDENCE / HOME,3111 PARKER LN,78741,3,HE,2,482,23,N,10/06/2022,,,30.2235613,-97.74197969
20222661080,ASSAULT WITH INJURY,900,N,09/23/2022 04:51:00 PM,09/23/2022,1651,09/23/2022 06:10:00 PM,09/23/2022,1810,OTHER / UNKNOWN,12433 DESSAU RD,78754,1,ED,6,206,449,N,10/11/2022,,,30.38973342,-97.64647729
20222660907,ASSAULT WITH INJURY,900,N,09/23/2022 02:25:00 PM,09/23/2022,1425,09/23/2022 02:25:00 PM,09/23/2022,1425,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,E 6TH ST / BRAZOS ST,78701,9,GE,2,381,11,N,10/13/2022,,,30.26768257,-97.74145762
20222660879,ASSAULT WITH INJURY,900,N,09/23/2022 02:42:00 PM,09/23/2022,1442,09/23/2022 02:42:00 PM,09/23/2022,1442,RESIDENCE / HOME,4606 CONNELLY ST,78751,9,BA,5,321,3,C,09/23/2022,,,30.30491236,-97.71472259
20222660836,ASSAULT WITH INJURY,900,N,09/23/2022 01:30:00 PM,09/23/2022,1330,09/23/2022 01:39:00 PM,09/23/2022,1339,PARK / PLAYGROUND,4550 MUELLER BLVD,78723,9,BA,4,900,3,,,,,30.29720616,-97.7073439
20222671118,ASSAULT WITH INJURY,900,N,09/24/2022 06:44:00 PM,09/24/2022,1844,09/24/2022 07:36:00 PM,09/24/2022,1936,RESIDENCE / HOME,10300 MORADO CV,78759,10,AD,7,198,308,N,12/30/2022,,,30.40169092,-97.75622606
20222670085,ASSAULT WITH INJURY,900,N,09/24/2022 01:00:00 AM,09/24/2022,100,09/24/2022 01:00:00 AM,09/24/2022,100,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,600 E 5TH ST,78701,9,GE,2,382,11,N,10/27/2022,,,30.26558471,-97.73741398
20222670178,ASSAULT WITH INJURY,900,N,09/24/2022 12:36:00 AM,09/24/2022,36,09/24/2022 12:36:00 AM,09/24/2022,36,RESIDENCE / HOME,1806 CLUBVIEW AVE,78741,3,HE,3,443,23.25,N,11/03/2022,,,30.2271802,-97.70590961
20222670939,ASSAULT WITH INJURY,900,N,09/24/2022 05:25:00 PM,09/24/2022,1725,09/24/2022 05:25:00 PM,09/24/2022,1725,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,8539 BALCONES CLUB DR,78750,6,AD,8,181,337,N,09/26/2022,,,30.43846352,-97.78102599
20222670915,ASSAULT WITH INJURY,900,N,09/24/2022 06:01:00 PM,09/24/2022,1801,09/24/2022 06:01:00 PM,09/24/2022,1801,DEPARTMENT / DISCOUNT STORE,7100 W US 290 HWY EB,78749,8,DA,6,75,347,N,10/06/2022,,,30.23319021,-97.8749458
20222670592,ASSAULT WITH INJURY,900,N,09/24/2022 11:50:00 AM,09/24/2022,1150,09/24/2022 11:50:00 AM,09/24/2022,1150,DEPARTMENT / DISCOUNT STORE,11600 ALTERRA PKWY,78758,7,AD,2,201,454,C,09/24/2022,,,30.40168447,-97.72014383
20222670212,ASSAULT WITH INJURY,900,N,09/24/2022 03:05:00 AM,09/24/2022,305,09/24/2022 03:05:00 AM,09/24/2022,305,RESIDENCE / HOME,4502 ERIC CIR,78744,2,FR,5,493,24.11,N,10/05/2022,,,30.19975119,-97.74331177
20222670731,ASSAULT WITH INJURY,900,N,09/24/2022 02:11:00 PM,09/24/2022,1411,09/24/2022 02:11:00 PM,09/24/2022,1411,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,7000 BLOCK MANOR RD,78723,1,ID,3,296,21.13,N,10/05/2022,,,30.31386661,-97.66466525
20222681392,ASSAULT WITH INJURY,900,N,09/25/2022 08:43:00 PM,09/25/2022,2043,09/25/2022 09:31:00 PM,09/25/2022,2131,PARKING /DROP LOT/ GARAGE,7920 SAN FELIPE BLVD,78729,6,AD,4,168,204,N,10/04/2022,,,30.43854408,-97.76906066
20222680936,ASSAULT WITH INJURY,900,N,09/25/2022 03:01:00 PM,09/25/2022,1501,09/25/2022 03:01:00 PM,09/25/2022,1501,PARKING /DROP LOT/ GARAGE,7509 MENCHACA RD,78745,5,FR,1,525,309,N,10/10/2022,,,30.19587674,-97.80945484
20222680689,ASSAULT WITH INJURY,900,N,09/25/2022 11:00:00 AM,09/25/2022,1100,09/25/2022 12:14:00 PM,09/25/2022,1214,PARKING /DROP LOT/ GARAGE,2336 DOUGLAS ST,78741,3,HE,2,483,23.13,N,09/30/2022,,,30.22823527,-97.7329449
20222680414,ASSAULT WITH INJURY,900,N,09/25/2022 05:34:00 AM,09/25/2022,534,09/25/2022 05:34:00 AM,09/25/2022,534,HOTEL / MOTEL / ETC.,2433 E SH 71 SVRD WB,78617,2,HE,8,500,23.1,N,11/08/2022,,,30.21398992,-97.65968492
20222680301,ASSAULT WITH INJURY,900,N,09/25/2022 02:50:00 AM,09/25/2022,250,09/25/2022 03:20:00 AM,09/25/2022,320,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,COMAL ST / E 3RD ST,78702,3,CH,1,410,9,,,,,30.26033182,-97.72780643
20222680102,ASSAULT WITH INJURY,900,N,09/25/2022 12:58:00 AM,09/25/2022,58,09/25/2022 12:58:00 AM,09/25/2022,58,PARKING /DROP LOT/ GARAGE,9200 NORTH PLZ,78753,4,ED,3,251,403,N,10/11/2022,,,30.35460161,-97.68584592
20222680460,ASSAULT WITH INJURY,900,N,09/25/2022 06:48:00 AM,09/25/2022,648,09/25/2022 06:52:00 AM,09/25/2022,652,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,400 CONGRESS AVE,78701,9,GE,1,380,11,N,09/26/2022,,,30.26649962,-97.74389108
20225027262,ASSAULT WITH INJURY,900,N,09/25/2022 03:10:00 AM,09/25/2022,310,09/25/2022 07:10:00 AM,09/25/2022,710,SERVICE/ GAS STATION,2600 GUADALUPE ST,78705,9,BA,1,360,6,N,11/11/2022,,,30.29072939,-97.74181487
20222680548,ASSAULT WITH INJURY,900,N,09/25/2022 08:58:00 AM,09/25/2022,858,09/25/2022 08:58:00 AM,09/25/2022,858,HOTEL / MOTEL / ETC.,304 E CESAR CHAVEZ ST,78701,9,GE,3,406,11,N,09/28/2022,,,30.26289901,-97.74155753
20222690735,ASSAULT WITH INJURY,900,N,09/26/2022 12:22:00 PM,09/26/2022,1222,09/26/2022 12:22:00 PM,09/26/2022,1222,RESIDENCE / HOME,10501 BERTHOUND DR,78758,4,ED,1,239,409,N,10/03/2022,,,30.37758996,-97.69896925
20222690122,ASSAULT WITH INJURY,900,N,09/26/2022 02:11:00 AM,09/26/2022,211,09/26/2022 02:11:00 AM,09/26/2022,211,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,200 BLOCK OF E 6TH ST,,,GE,2,381,,C,11/01/2022,,,30.2667552,-97.74184056
20222691495,ASSAULT WITH INJURY,900,N,09/26/2022 09:34:00 PM,09/26/2022,2134,09/26/2022 10:19:00 PM,09/26/2022,2219,FIELD / WOODS,12221 RIATA TRACE PKWY,78727,6,AD,3,191,316,N,09/27/2022,,,30.42876945,-97.7506842
20222690790,ASSAULT WITH INJURY,900,N,09/26/2022 12:57:00 PM,09/26/2022,1257,09/26/2022 12:57:00 PM,09/26/2022,1257,HOTEL / MOTEL / ETC.,805 NECHES ST,78701,9,GE,1,383,11,C,09/26/2022,,,30.2692195,-97.73708494
20228019602,ASSAULT WITH INJURY,900,N,09/26/2022 09:24:00 AM,09/26/2022,924,09/26/2022 10:34:00 AM,09/26/2022,1034,RESIDENCE / HOME,1800 E STASSNEY LN,78744,2,FR,5,650,24.19,N,11/07/2022,,,30.19754354,-97.76081673
20222691257,ASSAULT WITH INJURY,900,N,09/26/2022 06:18:00 PM,09/26/2022,1818,09/26/2022 06:48:00 PM,09/26/2022,1848,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,3501 MILLS AVE,78731,10,BA,6,326,1,N,09/27/2022,,,30.30605656,-97.74860182
20222701379,ASSAULT WITH INJURY,900,N,09/27/2022 09:30:00 PM,09/27/2022,2130,09/27/2022 09:30:00 PM,09/27/2022,2130,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,12405 DESCANSO CIR,78617,2,HE,7,612,24.52,N,09/28/2022,,,30.17156671,-97.62702341
20222700848,ASSAULT WITH INJURY,900,N,09/27/2022 03:11:00 PM,09/27/2022,1511,09/27/2022 03:11:00 PM,09/27/2022,1511,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,2006 S 6TH ST,78704,9,DA,1,471,13.12,N,10/18/2022,,,30.24724561,-97.76429822
20222701175,ASSAULT WITH INJURY,900,N,09/27/2022 06:45:00 PM,09/27/2022,1845,09/27/2022 06:45:00 PM,09/27/2022,1845,RESIDENCE / HOME,110 E LIVE OAK ST,78704,9,HE,1,477,14,N,09/28/2022,,,30.24204526,-97.75187363
20222700974,ASSAULT WITH INJURY,900,N,09/27/2022 04:26:00 PM,09/27/2022,1626,09/27/2022 04:26:00 PM,09/27/2022,1626,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1919 BURTON DR,78741,3,HE,2,457,23.15,N,09/30/2022,,,30.23364383,-97.73071195
20222700064,ASSAULT WITH INJURY,900,N,09/27/2022 01:27:00 AM,09/27/2022,127,09/27/2022 01:27:00 AM,09/27/2022,127,PARKING /DROP LOT/ GARAGE,8500 N IH 35 SVRD SB,78753,4,ED,1,250,432,N,09/27/2022,,,30.34871974,-97.69497869
20222700997,ASSAULT WITH INJURY,900,N,09/27/2022 04:39:00 PM,09/27/2022,1639,09/27/2022 07:02:00 PM,09/27/2022,1902,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,8402 CROSS PARK DR,78754,1,ED,3,253,436,C,09/28/2022,,,30.33833356,-97.6770905
20222700674,ASSAULT W/INJURY-FAM/DATE VIOL,900,N,09/26/2022 05:30:00 PM,09/26/2022,1730,09/27/2022 12:44:00 PM,09/27/2022,1244,RESIDENCE / HOME,1845 BURTON DR,78741,3,HE,2,457,23.15,N,10/09/2022,,,30.2344291,-97.72969939
20222701091,ASSAULT WITH INJURY,900,N,09/27/2022 05:46:00 PM,09/27/2022,1746,09/27/2022 06:31:00 PM,09/27/2022,1831,RESIDENCE / HOME,2431 EQUESTRIAN TRL,78727,7,AD,3,828,451,N,10/11/2022,,,30.42979829,-97.69444771
20222700283,ASSAULT WITH INJURY,900,N,09/27/2022 07:21:00 AM,09/27/2022,721,09/27/2022 07:21:00 AM,09/27/2022,721,RESIDENCE / HOME,2901 SWEENEY LN,78723,1,ID,4,298,21,N,11/10/2022,,,30.3060469,-97.67961797
20222710871,ASSAULT WITH INJURY,900,N,09/28/2022 02:39:00 PM,09/28/2022,1439,09/28/2022 02:39:00 PM,09/28/2022,1439,PARKING /DROP LOT/ GARAGE,701 W NORTH LOOP BLVD,78751,9,ID,6,653,3,N,11/08/2022,,,30.32053757,-97.72891978
20222710022,ASSAULT WITH INJURY,900,N,09/28/2022 12:24:00 AM,09/28/2022,24,09/28/2022 12:24:00 AM,09/28/2022,24,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,400 E 6TH ST,78701,9,GE,2,382,11,N,09/29/2022,,,30.26735144,-97.73909331
20222710424,ASSAULT WITH INJURY,900,N,09/28/2022 09:13:00 AM,09/28/2022,913,09/28/2022 09:50:00 AM,09/28/2022,950,DEPARTMENT / DISCOUNT STORE,5425 N IH 35 NB,78723,4,ID,5,292,21,N,11/17/2022,,,30.31410453,-97.70802208
20222711174,ASSAULT WITH INJURY,900,N,09/28/2022 06:29:00 PM,09/28/2022,1829,09/28/2022 07:09:00 PM,09/28/2022,1909,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,2013 WEST LOOP,78758,4,ED,2,235,407,,,,,30.37305242,-97.71889278
20222710759,ASSAULT WITH INJURY,900,N,09/28/2022 01:10:00 PM,09/28/2022,1310,09/28/2022 01:10:00 PM,09/28/2022,1310,FIELD / WOODS,1433 W WELLS BRANCH PKWY,78660,7,ED,6,174,442,N,10/04/2022,,,30.44072457,-97.66512961
20222710463,ASSAULT WITH INJURY,900,N,09/28/2022 09:44:00 AM,09/28/2022,944,09/28/2022 09:44:00 AM,09/28/2022,944,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1825 S PLEASANT VALLEY RD,78741,3,HE,3,442,23.24,,,,,30.23445462,-97.72163125
20222711309,ASSAULT WITH INJURY,900,N,09/28/2022 08:05:00 PM,09/28/2022,2005,09/28/2022 08:05:00 PM,09/28/2022,2005,RESIDENCE / HOME,900 E 4TH ST,78702,3,CH,1,410,9,,,,,30.26367003,-97.73427173
20222720490,ASSAULT WITH INJURY,900,N,09/29/2022 10:14:00 AM,09/29/2022,1014,09/29/2022 10:14:00 AM,09/29/2022,1014,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,8402 CROSS PARK DR,78754,1,ED,3,253,436,N,10/25/2022,,,30.33833356,-97.6770905
20222721307,ASSAULT WITH INJURY,900,N,09/29/2022 09:41:00 PM,09/29/2022,2141,09/29/2022 09:41:00 PM,09/29/2022,2141,RESIDENCE / HOME,1600 PAYTON GIN RD,78758,4,ED,2,235,407,C,09/30/2022,,,30.36438192,-97.7139738
20222721180,ASSAULT WITH INJURY,900,N,09/29/2022 07:49:00 PM,09/29/2022,1949,09/29/2022 08:41:00 PM,09/29/2022,2041,SHELTER-MISSION / HOMELESS,1600 PAYTON GIN RD,78758,4,ED,2,235,407,N,11/02/2022,,,30.36438192,-97.7139738
20222720938,ASSAULT WITH INJURY,900,N,09/02/2022 11:45:00 PM,09/02/2022,2345,09/29/2022 05:35:00 PM,09/29/2022,1735,BAR / NIGHTCLUB,745 BASTROP HWY NB,78742,3,HE,5,610,23.1,N,10/19/2022,,,30.23413646,-97.68311116
20222720665,ASSAULT WITH INJURY,900,N,09/29/2022 01:08:00 PM,09/29/2022,1308,09/29/2022 02:07:00 PM,09/29/2022,1407,RESTAURANT,309 E 3RD ST,78701,9,GE,3,406,11,C,09/29/2022,,,30.26421528,-97.74068573
20222721449,ASSAULT WITH INJURY,900,N,09/29/2022 11:46:00 PM,09/29/2022,2346,09/29/2022 11:46:00 PM,09/29/2022,2346,SERVICE/ GAS STATION,6306 E RIVERSIDE DR,78741,3,HE,5,444,23.21,,,,,30.22504044,-97.7029622
20222720744,ASSAULT WITH INJURY,900,N,09/29/2022 02:03:00 PM,09/29/2022,1403,09/29/2022 02:26:00 PM,09/29/2022,1426,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,RESEARCH BLVD SVRD SB / W BRAKER LN,78759,10,AD,7,198,308,N,10/05/2022,,,30.4005338,-97.74628784
