Incident Number,Highest Offense Description,Highest Offense Code,Family Violence,Occurred Date Time,Occurred Date,Occurred Time,Report Date Time,Report Date,Report Time,Location Type,Address,Zip Code,Council District,APD Sector,APD District,PRA,Census Tract,Clearance Status,Clearance Date,UCR Category,Category Description,Latitude,Longitude
2022810732,AGG ASSAULT WITH MOTOR VEH,406,N,03/22/2022 03:12:00 PM,03/22/2022,1512,03/22/2022 03:12:00 PM,03/22/2022,1512,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,8800 N MOPAC EXPY NB,78759,10,BA,8,231,302,N,03/23/2022,13A,Aggravated Assault,30.3764573,-97.73920971
2022861242,AGG ASSAULT WITH MOTOR VEH,406,N,03/27/2022 06:46:00 PM,03/27/2022,1846,03/27/2022 06:46:00 PM,03/27/2022,1846,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1100 GROVE BLVD,78741,3,HE,3,443,23.27,N,04/12/2022,13A,Aggravated Assault,30.23488296,-97.70452175
2022891343,AGG ASSAULT WITH MOTOR VEH,406,N,03/30/2022 08:25:00 PM,03/30/2022,2025,03/30/2022 08:25:00 PM,03/30/2022,2025,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,701 W RIVERSIDE DR,78704,9,DA,1,438,13.11,,,13A,Aggravated Assault,30.26062136,-97.75039162
20225009409,AGG ASSAULT WITH MOTOR VEH,406,N,03/24/2022 02:57:00 PM,03/24/2022,1457,03/31/2022 03:27:00 PM,03/31/2022,1527,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,8001 GESSNER DR,78753,4,ED,1,592,400,N,05/10/2022,13A,Aggravated Assault,30.34345373,-97.70238754
20221020263,AGG ASSAULT WITH MOTOR VEH,406,N,04/12/2022 09:00:00 AM,04/12/2022,900,04/12/2022 09:00:00 AM,04/12/2022,900,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4900 WESTFIELD DR,78731,10,BA,6,325,1,N,04/13/2022,13A,Aggravated Assault,30.32678458,-97.75523076
20221060249,AGG ASSAULT WITH MOTOR VEH,406,N,04/16/2022 03:11:00 AM,04/16/2022,311,04/16/2022 03:11:00 AM,04/16/2022,311,PARKING /DROP LOT/ GARAGE,201 W 5TH ST,78701,9,GE,1,380,11,N,04/16/2022,13A,Aggravated Assault,30.26732724,-97.74483211
20221071239,AGG ASSAULT WITH MOTOR VEH,406,N,04/17/2022 07:44:00 PM,04/17/2022,1944,04/17/2022 07:44:00 PM,04/17/2022,1944,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4600 E CESAR CHAVEZ ST,78702,3,CH,1,427,21.11,C,04/18/2022,13A,Aggravated Assault,30.25212272,-97.70387815
20221101005,AGG ASSAULT WITH MOTOR VEH,406,N,04/20/2022 04:54:00 PM,04/20/2022,1654,04/20/2022 04:54:00 PM,04/20/2022,1654,PARKING /DROP LOT/ GARAGE,13806 N US 183 HWY SVRD SB,78750,6,AD,6,152,204,N,06/07/2022,13A,Aggravated Assault,30.46375221,-97.79597989
20221100702,AGG ASSAULT WITH MOTOR VEH,406,N,04/20/2022 03:33:00 PM,04/20/2022,1533,04/20/2022 03:33:00 PM,04/20/2022,1533,GOVERNMENT / PUBLIC BUILDING,6101 E OLTORF ST,78741,3,HE,4,484,23.13,N,05/03/2022,13A,Aggravated Assault,30.21565645,-97.71370627
20221141445,AGG ASSAULT WITH MOTOR VEH,406,N,04/24/2022 08:34:00 PM,04/24/2022,2034,04/24/2022 09:32:00 PM,04/24/2022,2132,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4515 SHOALWOOD AVE,78756,7,BA,6,317,2,N,04/26/2022,13A,Aggravated Assault,30.31796663,-97.74429473
20221140427,AGG ASSAULT WITH MOTOR VEH,406,N,04/24/2022 04:27:00 AM,04/24/2022,427,04/24/2022 04:27:00 AM,04/24/2022,427,CONVENIENCE STORE,1660 E 51ST ST,78723,4,ID,5,48,21,C,04/29/2022,13A,Aggravated Assault,30.30443968,-97.69890257
20221201386,AGG ASSAULT WITH MOTOR VEH,406,N,04/30/2022 09:58:00 PM,04/30/2022,2158,04/30/2022 09:58:00 PM,04/30/2022,2158,PARKING /DROP LOT/ GARAGE,2237 E RIVERSIDE DR,78741,3,HE,2,457,23.16,C,10/03/2022,13A,Aggravated Assault,30.23820927,-97.72624303
20221361390,AGG ASSAULT WITH MOTOR VEH,406,N,05/16/2022 09:12:00 PM,05/16/2022,2112,05/16/2022 11:09:00 PM,05/16/2022,2309,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,MINT JULEP DR / COLONEL WINN LOOP,78748,5,FR,2,602,24,C,05/17/2022,13A,Aggravated Assault,30.14939034,-97.80688378
20221401706,AGG ASSAULT WITH MOTOR VEH,406,N,05/20/2022 11:05:00 PM,05/20/2022,2305,05/20/2022 11:05:00 PM,05/20/2022,2305,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1918 GREENBROOK PKWY,78723,4,ID,4,295,21,N,06/08/2022,13A,Aggravated Assault,30.30534539,-97.69292817
20225014283,AGG ASSAULT WITH MOTOR VEH,406,N,05/11/2022 11:20:00 AM,05/11/2022,1120,05/22/2022 01:41:00 PM,05/22/2022,1341,RESIDENCE / HOME,8815 TALLWOOD DR,78759,10,BA,8,231,302,N,06/06/2022,13A,Aggravated Assault,30.3778455,-97.74257607
20221431187,AGG ASSAULT WITH MOTOR VEH,406,N,05/23/2022 08:23:00 PM,05/23/2022,2023,05/23/2022 08:23:00 PM,05/23/2022,2023,PARKING /DROP LOT/ GARAGE,9806 ROXANNA DR,78748,5,FR,1,535,318,N,05/30/2022,13A,Aggravated Assault,30.17591967,-97.82788303
20221431084,AGG ASSAULT WITH MOTOR VEH,406,N,05/23/2022 05:35:00 PM,05/23/2022,1735,05/23/2022 05:35:00 PM,05/23/2022,1735,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,GAELIC DR / CULLODEN DR,78754,1,CH,8,226,424,C,05/24/2022,13A,Aggravated Assault,30.36101099,-97.61515496
20221481574,AGG ASSAULT WITH MOTOR VEH,406,N,05/28/2022 02:40:00 AM,05/28/2022,240,05/28/2022 11:00:00 PM,05/28/2022,2300,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,SEA BISCUIT DR / SUNDAY SILENCE DR,78617,2,HE,7,612,24.53,N,12/05/2022,13A,Aggravated Assault,30.1718692,-97.61106739
20221480906,AGG ASSAULT WITH MOTOR VEH,406,N,05/28/2022 03:16:00 PM,05/28/2022,1516,05/28/2022 04:36:00 PM,05/28/2022,1636,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,12200 HARRIS BRANCH PKWY,78754,1,CH,8,226,424,N,06/16/2022,13A,Aggravated Assault,30.36552375,-97.61356557
20221490934,AGG ASSAULT WITH MOTOR VEH,406,N,05/29/2022 02:59:00 PM,05/29/2022,1459,05/29/2022 03:22:00 PM,05/29/2022,1522,PARKING /DROP LOT/ GARAGE,2022 E SLAUGHTER LN,78747,2,FR,7,600,24.4,,,13A,Aggravated Assault,30.15200469,-97.76304144
20221500981,AGG ASSAULT WITH MOTOR VEH,406,N,05/30/2022 05:03:00 PM,05/30/2022,1703,05/30/2022 05:55:00 PM,05/30/2022,1755,PARKING /DROP LOT/ GARAGE,8556 RESEARCH BLVD SVRD SB,78757,7,ID,7,248,405,N,07/28/2022,13A,Aggravated Assault,30.36122892,-97.7174245
20221641526,AGG ASSAULT WITH MOTOR VEH,406,N,06/13/2022 09:17:00 PM,06/13/2022,2117,06/13/2022 10:56:00 PM,06/13/2022,2256,PARKING /DROP LOT/ GARAGE,2401 E OLTORF ST,78741,3,HE,2,483,23.13,C,08/16/2022,13A,Aggravated Assault,30.22886909,-97.73016283
20221681571,AGG ASSAULT WITH MOTOR VEH,406,N,06/17/2022 10:30:00 PM,06/17/2022,2230,06/17/2022 11:27:00 PM,06/17/2022,2327,PARKING /DROP LOT/ GARAGE,7104 NORTHEAST DR,78723,1,ID,3,294,21.12,C,06/18/2022,13A,Aggravated Assault,30.32141998,-97.6792776
20221750919,AGG ASSAULT WITH MOTOR VEH,406,N,06/24/2022 03:46:00 PM,06/24/2022,1546,06/24/2022 03:46:00 PM,06/24/2022,1546,PARKING /DROP LOT/ GARAGE,7309 CAMERON RD,78752,4,ID,2,266,402,C,06/25/2022,13A,Aggravated Assault,30.32823802,-97.69018692
20221780231,AGG ASSAULT WITH MOTOR VEH,406,N,06/27/2022 05:45:00 AM,06/27/2022,545,06/27/2022 05:45:00 AM,06/27/2022,545,PARKING /DROP LOT/ GARAGE,1747 E OLTORF ST,78741,3,HE,2,482,23,N,06/28/2022,13A,Aggravated Assault,30.23206602,-97.7373964
20225019061,AGG ASSAULT WITH MOTOR VEH,406,N,06/23/2022 06:30:00 PM,06/23/2022,1830,07/04/2022 09:32:00 AM,07/04/2022,932,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,ANDERSON MILL RD / N US 183 HWY SVRD SB,78750,6,AD,6,161,204,N,07/13/2022,13A,Aggravated Assault,30.4486469,-97.79094937
20221850275,AGG ASSAULT WITH MOTOR VEH,406,N,07/04/2022 05:23:00 AM,07/04/2022,523,07/04/2022 05:30:00 AM,07/04/2022,530,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,607 TRINITY ST,78701,9,GE,2,382,11,N,07/05/2022,13A,Aggravated Assault,30.26762254,-97.73889908
20221931173,AGG ASSAULT WITH MOTOR VEH,406,N,07/12/2022 06:15:00 PM,07/12/2022,1815,07/12/2022 09:48:00 PM,07/12/2022,2148,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,11200 RESEARCH BLVD SVRD NB,78759,6,AD,2,199,325,C,07/12/2022,13A,Aggravated Assault,30.40810301,-97.7447996
20225020645,AGG ASSAULT WITH MOTOR VEH,406,N,07/13/2022 09:56:00 AM,07/13/2022,956,07/13/2022 09:56:00 AM,07/13/2022,956,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,5819 BURNET RD,78756,7,ID,7,288,2,N,08/02/2022,13A,Aggravated Assault,30.33406587,-97.73960445
20222030002,AGG ASSAULT WITH MOTOR VEH,406,N,07/22/2022 12:01:00 AM,07/22/2022,1,07/22/2022 12:01:00 AM,07/22/2022,1,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,W 5TH ST / GUADALUPE ST,78701,9,GE,1,380,11,N,08/02/2022,13A,Aggravated Assault,30.26809252,-97.74663666
20222070131,AGG ASSAULT WITH MOTOR VEH,406,N,07/26/2022 03:43:00 AM,07/26/2022,343,07/26/2022 03:43:00 AM,07/26/2022,343,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4100 GUADALUPE ST,78751,9,BA,5,330,2,N,08/09/2022,13A,Aggravated Assault,30.30647783,-97.73583533
20222111470,AGG ASLT W/MOTOR VEH FAM/DAT V,406,N,07/30/2022 12:01:00 AM,07/30/2022,1,07/30/2022 08:51:00 PM,07/30/2022,2051,PARKING /DROP LOT/ GARAGE,901 W BEN WHITE BLVD SVRD EB,78745,3,DA,3,490,20,N,08/24/2022,13A,Aggravated Assault,30.22637821,-97.77442753
20222250402,AGG ASSAULT WITH MOTOR VEH,406,N,08/13/2022 07:17:00 AM,08/13/2022,717,08/13/2022 07:17:00 AM,08/13/2022,717,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,12909 TILGHMAN TRL,78729,6,AD,4,1641,204,N,08/22/2022,13A,Aggravated Assault,30.45501288,-97.77428596
20222250303,AGG ASSAULT WITH MOTOR VEH,406,N,08/13/2022 04:56:00 AM,08/13/2022,456,08/13/2022 04:56:00 AM,08/13/2022,456,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,7500 TUMBLEWEED DR,78724,1,CH,7,300,22,N,11/15/2022,13A,Aggravated Assault,30.31346165,-97.65303279
20222411044,AGG ASSAULT WITH MOTOR VEH,406,N,08/29/2022 05:39:00 PM,08/29/2022,1739,08/29/2022 05:39:00 PM,08/29/2022,1739,PARKING /DROP LOT/ GARAGE,6406 N IH 35 SVRD SB,78752,4,ID,8,279,15,C,01/27/2023,13A,Aggravated Assault,30.32535265,-97.70757653
20222500109,AGG ASSAULT WITH MOTOR VEH,406,N,09/07/2022 02:17:00 AM,09/07/2022,217,09/07/2022 02:17:00 AM,09/07/2022,217,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,DOMAIN DR / ALTERRA PKWY,78758,7,AD,2,201,454,N,11/24/2022,13A,Aggravated Assault,30.40608355,-97.71925988
20225025644,AGG ASSAULT WITH MOTOR VEH,406,N,09/08/2022 01:56:00 PM,09/08/2022,1356,09/08/2022 01:56:00 PM,09/08/2022,1356,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,E OLTORF ST / S IH 35 SVRD NB,78741,9,HE,1,456,14,,,13A,Aggravated Assault,30.23359341,-97.74043088
20222710364,AGG ASSAULT WITH MOTOR VEH,406,N,09/28/2022 08:24:00 AM,09/28/2022,824,09/28/2022 08:24:00 AM,09/28/2022,824,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,501 E BEN WHITE BLVD SVRD EB,78745,3,DA,3,492,24,N,11/09/2022,13A,Aggravated Assault,30.21908819,-97.75842513
20222801157,AGG ASSAULT WITH MOTOR VEH,406,N,10/07/2022 05:40:00 PM,10/07/2022,1740,10/07/2022 06:00:00 PM,10/07/2022,1800,PARKING /DROP LOT/ GARAGE,500 E HOWARD LN,78660,7,ED,6,206,443,N,11/09/2022,13A,Aggravated Assault,30.41435095,-97.65443544
20222820312,AGG ASSAULT WITH MOTOR VEH,406,N,10/09/2022 03:03:00 AM,10/09/2022,303,10/09/2022 03:03:00 AM,10/09/2022,303,PARKING /DROP LOT/ GARAGE,9435 MIDDLE FISKVILLE RD,78753,4,ED,7,241,416,N,01/10/2023,13A,Aggravated Assault,30.35851647,-97.68549742
20222860495,AGG ASSAULT WITH MOTOR VEH,406,N,10/13/2022 12:48:00 PM,10/13/2022,1248,10/13/2022 12:48:00 PM,10/13/2022,1248,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,2900 W SLAUGHTER LN,78748,5,FR,1,535,317,N,10/31/2022,13A,Aggravated Assault,30.17867048,-97.83903669
20222940784,AGG ASSAULT WITH MOTOR VEH,406,N,10/21/2022 10:40:00 AM,10/21/2022,1040,10/21/2022 01:14:00 PM,10/21/2022,1314,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,N FM 620 RD SB / NORTH LAKE CREEK PKWY,78717,6,AD,5,573,203.11,N,11/09/2022,13A,Aggravated Assault,30.47106155,-97.79022767
20222800535,AGG ASSAULT WITH MOTOR VEH,406,N,10/07/2022 10:30:00 AM,10/07/2022,1030,10/26/2022 12:39:00 PM,10/26/2022,1239,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1711 S US 183 HWY NB,78742,2,HE,8,499,9800,N,11/04/2022,13A,Aggravated Assault,30.21999498,-97.68302096
20223260995,AGG ASSAULT WITH MOTOR VEH,406,N,11/22/2022 03:18:00 PM,11/22/2022,1518,11/22/2022 06:09:00 PM,11/22/2022,1809,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,HERNDON LN / S 5TH ST,78704,3,DA,2,472,13,N,12/01/2022,13A,Aggravated Assault,30.2409556,-97.76539366
20225032632,AGG ASSAULT WITH MOTOR VEH,406,N,11/05/2022 04:28:00 AM,11/05/2022,428,11/28/2022 04:28:00 AM,11/28/2022,428,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,919 E KOENIG LN EB,78751,4,ID,6,291,21,N,11/30/2022,13A,Aggravated Assault,30.32062863,-97.70857057
20223440881,AGG ASSAULT WITH MOTOR VEH,406,N,12/10/2022 02:44:00 PM,12/10/2022,1444,12/10/2022 02:44:00 PM,12/10/2022,1444,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,N LAMAR BLVD / W NORTH LOOP BLVD,78756,9,ID,6,653,3,N,12/30/2022,13A,Aggravated Assault,30.32108632,-97.72939636
20223510615,AGG ASSAULT WITH MOTOR VEH,406,N,12/17/2022 01:02:00 PM,12/17/2022,1302,12/17/2022 01:02:00 PM,12/17/2022,1302,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,2400 TAOS BLVD,78745,5,DA,4,488,303,N,12/20/2022,13A,Aggravated Assault,30.23207799,-97.79521879
20223620617,AGG ASSAULT WITH MOTOR VEH,406,N,12/28/2022 01:06:00 PM,12/28/2022,1306,12/28/2022 01:47:00 PM,12/28/2022,1347,PARKING /DROP LOT/ GARAGE,310 W 2ND ST,78701,9,GE,4,405,11,N,12/29/2022,13A,Aggravated Assault,30.26543655,-97.74708803
20223651533,AGG ASSAULT WITH MOTOR VEH,406,N,12/31/2022 11:45:00 PM,12/31/2022,2345,12/31/2022 11:52:00 PM,12/31/2022,2352,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,8244 RESEARCH BLVD SB,78758,7,ID,7,248,405,N,03/06/2023,13A,Aggravated Assault,30.35570659,-97.71555725
202220793,DEADLY CONDUCT,408,N,01/02/2022 02:00:00 AM,01/02/2022,200,01/02/2022 01:59:00 PM,01/02/2022,1359,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4611 BLUE MEADOW DR,78744,2,FR,8,530,24.42,N,01/06/2022,13A,Aggravated Assault,30.17849288,-97.75661352
202231171,DEADLY CONDUCT,408,N,01/03/2022 09:43:00 PM,01/03/2022,2143,01/03/2022 09:43:00 PM,01/03/2022,2143,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1123 RUTLAND DR,78758,4,ED,1,238,406,N,01/05/2022,13A,Aggravated Assault,30.36605676,-97.70160601
202240963,DEADLY CONDUCT,408,N,01/04/2022 06:00:00 PM,01/04/2022,1800,01/04/2022 06:00:00 PM,01/04/2022,1800,RESIDENCE / HOME,7714 DAVES LANDING DR,78724,,CH,7,764,22.21,N,01/05/2022,13A,Aggravated Assault,30.3084233,-97.62947761
202241183,DEADLY CONDUCT,408,N,01/04/2022 09:22:00 PM,01/04/2022,2122,01/04/2022 09:58:00 PM,01/04/2022,2158,SPECIALTY  STORE,10205 N LAMAR BLVD,78753,4,ED,1,240,410,N,02/05/2022,13A,Aggravated Assault,30.37200755,-97.69138848
202241120,DEADLY CONDUCT,408,N,01/04/2022 08:30:00 PM,01/04/2022,2030,01/04/2022 08:30:00 PM,01/04/2022,2030,RESIDENCE / HOME,2121 W WILLIAM CANNON DR,78745,5,FR,1,525,309,C,01/05/2022,13A,Aggravated Assault,30.20308498,-97.80860476
202250090,DEADLY CONDUCT,408,N,01/05/2022 02:06:00 AM,01/05/2022,206,01/05/2022 03:24:00 AM,01/05/2022,324,RESIDENCE / HOME,9306 CARSON CREEK BLVD,78617,2,HE,8,500,23.1,N,01/21/2022,13A,Aggravated Assault,30.22466475,-97.67159879
202241262,DEADLY CONDUCT,408,N,01/05/2022 01:48:00 AM,01/05/2022,148,01/05/2022 01:48:00 AM,01/05/2022,148,PARKING /DROP LOT/ GARAGE,8300 N FM 620 RD,78726,6,AD,8,576,358,N,01/06/2022,13A,Aggravated Assault,30.42191109,-97.8472516
202280488,DEADLY CONDUCT,408,N,01/08/2022 11:20:00 AM,01/08/2022,1120,01/08/2022 11:28:00 AM,01/08/2022,1128,RESIDENCE / HOME,744 W WILLIAM CANNON DR,78745,2,FR,4,512,24.1,N,01/21/2022,13A,Aggravated Assault,30.19835661,-97.78925936
202280134,DEADLY CONDUCT,408,N,01/08/2022 01:40:00 AM,01/08/2022,140,01/08/2022 03:18:00 AM,01/08/2022,318,RESIDENCE / HOME,1703 WALNUT AVE,78702,1,CH,3,393,8,N,01/09/2022,13A,Aggravated Assault,30.27922864,-97.71279547
202290169,DEADLY CONDUCT,408,N,01/09/2022 02:17:00 AM,01/09/2022,217,01/09/2022 02:17:00 AM,01/09/2022,217,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,400 NECHES ST,78701,9,GE,2,382,11,N,01/11/2022,13A,Aggravated Assault,30.26580317,-97.7386945
202290561,DEADLY CONDUCT,408,N,01/08/2022 12:00:00 AM,01/08/2022,0,01/09/2022 11:38:00 AM,01/09/2022,1138,GOVERNMENT / PUBLIC BUILDING,1330 E RUNDBERG LN,78753,4,ED,7,241,416,N,02/01/2022,13A,Aggravated Assault,30.35270979,-97.67854984
2022100163,DEADLY CONDUCT,408,N,01/10/2022 02:30:00 AM,01/10/2022,230,01/10/2022 04:01:00 AM,01/10/2022,401,PARKING /DROP LOT/ GARAGE,11505 DOMAIN DR,78758,7,AD,2,201,454,N,01/25/2022,13A,Aggravated Assault,30.40217208,-97.72329087
2022140929,DEADLY CONDUCT,408,N,12/26/2021 08:00:00 PM,12/26/2021,2000,01/14/2022 06:00:00 PM,01/14/2022,1800,RESIDENCE / HOME,612 VARGAS RD,78741,3,HE,5,444,23.21,N,01/16/2022,13A,Aggravated Assault,30.23607738,-97.69252558
2022150082,DEADLY CONDUCT,408,N,01/15/2022 02:21:00 AM,01/15/2022,221,01/15/2022 02:21:00 AM,01/15/2022,221,COMMERCIAL / OFFICE BUILDING,14051 N IH 35 SVRD NB,78660,7,ED,6,174,442,N,01/16/2022,13A,Aggravated Assault,30.42952227,-97.66963561
2022161141,DEADLY CONDUCT,408,N,01/16/2022 09:15:00 PM,01/16/2022,2115,01/16/2022 09:15:00 PM,01/16/2022,2115,RESIDENCE / HOME,7205 HART LN,78731,10,BA,8,256,323,N,01/20/2022,13A,Aggravated Assault,30.35627407,-97.75538445
2022160707,DEADLY CONDUCT,408,N,01/16/2022 02:00:00 PM,01/16/2022,1400,01/16/2022 02:54:00 PM,01/16/2022,1454,RESIDENCE / HOME,605 MASTERSON PASS,78753,4,ED,1,240,410,N,02/06/2022,13A,Aggravated Assault,30.36920579,-97.6911639
2022180078,DEADLY CONDUCT,408,N,01/18/2022 02:18:00 AM,01/18/2022,218,01/18/2022 02:18:00 AM,01/18/2022,218,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,5325 KING HENRY DR,78724,1,CH,6,301,22.14,N,01/18/2022,13A,Aggravated Assault,30.29003938,-97.66146702
2022210099,DEADLY CONDUCT,408,N,01/21/2022 01:45:00 AM,01/21/2022,145,01/21/2022 01:45:00 AM,01/21/2022,145,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,E 7TH ST / N IH 35 SVRD NB,78701,3,CH,1,410,9,N,01/21/2022,13A,Aggravated Assault,30.26657162,-97.73386409
2022211061,DEADLY CONDUCT,408,N,01/21/2022 07:31:00 PM,01/21/2022,1931,01/21/2022 07:31:00 PM,01/21/2022,1931,RESIDENCE / HOME,1005 BYERS LN,78753,1,ED,7,223,438,N,01/24/2022,13A,Aggravated Assault,30.38360107,-97.66391859
2022210950,DEADLY CONDUCT,408,N,01/14/2022 01:00:00 PM,01/14/2022,1300,01/21/2022 10:52:00 PM,01/21/2022,2252,RESIDENCE / HOME,11611 NATRONA DR,78759,6,AD,2,199,325,N,01/23/2022,13A,Aggravated Assault,30.41365891,-97.7420832
2022210119,DEADLY CONDUCT,408,N,01/21/2022 02:59:00 AM,01/21/2022,259,01/21/2022 02:59:00 AM,01/21/2022,259,RESIDENCE / HOME,5513 HONEY DEW TER,78749,8,DA,6,78,320,N,01/26/2022,13A,Aggravated Assault,30.23199332,-97.85238103
2022220245,DEADLY CONDUCT,408,N,01/22/2022 05:05:00 AM,01/22/2022,505,01/22/2022 05:05:00 AM,01/22/2022,505,AUTO DEALERSHIP NEW / USED,6710 BURNET RD,78757,7,BA,6,275,15,N,03/17/2022,13A,Aggravated Assault,30.34317766,-97.73891869
2022220302,DEADLY CONDUCT,408,N,01/22/2022 06:45:00 AM,01/22/2022,645,01/22/2022 06:45:00 AM,01/22/2022,645,RESIDENCE / HOME,8721 MENCHACA RD,78748,5,FR,1,535,318,C,02/17/2022,13A,Aggravated Assault,30.18422312,-97.81682513
2022230227,DEADLY CONDUCT,408,N,01/23/2022 03:39:00 AM,01/23/2022,339,01/23/2022 03:39:00 AM,01/23/2022,339,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,E 5TH ST / SABINE ST,78701,9,GE,2,382,11,N,02/07/2022,13A,Aggravated Assault,30.2652356,-97.73647284
2022230111,DEADLY CONDUCT,408,N,01/23/2022 01:35:00 AM,01/23/2022,135,01/23/2022 01:35:00 AM,01/23/2022,135,RESIDENCE / HOME,5121 PEPPER LN,78744,2,FR,5,493,24.11,N,08/26/2022,13A,Aggravated Assault,30.20037287,-97.75353491
2022251123,DEADLY CONDUCT,408,N,01/25/2022 08:24:00 PM,01/25/2022,2024,01/25/2022 08:24:00 PM,01/25/2022,2024,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,901 W BEN WHITE BLVD SVRD EB,78745,3,DA,3,490,20,N,02/23/2022,13A,Aggravated Assault,30.22637821,-97.77442753
2022250448,DEADLY CONDUCT,408,N,01/25/2022 03:00:00 AM,01/25/2022,300,01/25/2022 06:40:00 PM,01/25/2022,1840,RESIDENCE / HOME,1124 RUTLAND DR,78758,4,ED,1,239,409,N,01/26/2022,13A,Aggravated Assault,30.36871033,-97.70372535
2022260804,DEADLY CONDUCT,408,N,01/26/2022 08:49:00 PM,01/26/2022,2049,01/26/2022 08:49:00 PM,01/26/2022,2049,RESIDENCE / HOME,5325 KING HENRY DR,78724,1,CH,6,301,22.14,N,07/06/2022,13A,Aggravated Assault,30.29003938,-97.66146702
20225002657,DEADLY CONDUCT,408,N,01/18/2022 12:30:00 AM,01/18/2022,30,01/26/2022 03:06:00 PM,01/26/2022,1506,RESIDENCE / HOME,5805 NANCY DR,78745,2,FR,4,512,24.1,N,01/27/2022,13A,Aggravated Assault,30.20648073,-97.78509682
2022260189,DEADLY CONDUCT,408,N,01/26/2022 05:04:00 AM,01/26/2022,504,01/26/2022 05:04:00 AM,01/26/2022,504,RESIDENCE / HOME,1105 W RUNDBERG LN,78758,4,ED,1,237,406,N,02/08/2022,13A,Aggravated Assault,30.36529799,-97.70229278
2022260575,DEADLY CONDUCT,408,N,01/25/2022 08:00:00 AM,01/25/2022,800,01/26/2022 12:34:00 PM,01/26/2022,1234,RESIDENCE / HOME,12000 DESSAU RD,78753,1,ED,7,223,438,N,02/07/2022,13A,Aggravated Assault,30.38043547,-97.65429273
2022281292,DEADLY CONDUCT,408,N,01/28/2022 08:27:00 PM,01/28/2022,2027,01/28/2022 08:27:00 PM,01/28/2022,2027,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,7812 CLOCK TOWER DR,78753,4,ID,2,252,403,N,01/31/2022,13A,Aggravated Assault,30.33802276,-97.69507465
2022310126,DEADLY CONDUCT,408,N,01/31/2022 02:44:00 AM,01/31/2022,244,01/31/2022 02:44:00 AM,01/31/2022,244,RESIDENCE / HOME,6919 CARWILL DR,78724,1,CH,7,302,22.22,N,03/29/2022,13A,Aggravated Assault,30.30160818,-97.64440129
2022311393,DEADLY CONDUCT,408,N,01/31/2022 11:52:00 PM,01/31/2022,2352,01/31/2022 11:52:00 PM,01/31/2022,2352,RESIDENCE / HOME,6915 CARWILL DR,78724,1,CH,7,302,22.22,N,02/01/2022,13A,Aggravated Assault,30.30132563,-97.64456765
2022310483,DEADLY CONDUCT,408,N,01/31/2022 03:39:00 PM,01/31/2022,1539,01/31/2022 03:39:00 PM,01/31/2022,1539,RENTAL STORAGE FACILITY,1341 W MARY ST,78704,5,DA,1,470,13,N,02/01/2022,13A,Aggravated Assault,30.24894891,-97.76708499
2022320127,DEADLY CONDUCT,408,N,02/01/2022 03:12:00 AM,02/01/2022,312,02/01/2022 03:12:00 AM,02/01/2022,312,RESIDENCE / HOME,7103 CARWILL DR,78724,1,CH,7,302,22.22,N,02/24/2022,13A,Aggravated Assault,30.30332324,-97.64316485
